KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
ThrusterGV2x5JetT1,Medium Ion Turbo-Thruster (HV),,,,,,,,Средний Ионный Турбо-реактивный Двигатель (ПС),,,,,,,,
ThrusterGV2x5JetT2,Medium Plasma Turbo-Thruster (HV),,,,,,,,Средний Плазменный Турбо-Тяга (HV),,,,,,,,
ThrusterGV2x5JetT3,Medium Antimatter Turbo-Thruster (HV),,,,,,,,Средний Антиматерии Турбо-Тяговый Двигатель (ПС),,,,,,,,
ThrusterMSRoundLarge,Large Ion Thruster (CV),,,,,,,,Большой Ионный Двигатель (CV),,,,,,,,
ThrusterMSSmallT2,Small Plasma Thruster (CV),,,,,,,,Малый Плазменный Двигатель (БС),,,,,,,,
ThrusterMSSmallT3,Small Antimatter Thruster (CV),,,,,,,,Малый Антиматерный Тяговый Ускоритель (CV),,,,,,,,
ThrusterMSMediumT2,Medium Plasma Thruster,,,,,,,,Средний Плазменный Двигатель,,,,,,,,
ThrusterMSMediumT2Armored,Medium Plasma Thruster (Enclosed),,,,,,,,Средний Плазменный Двигатель (Обшитый),,,,,,,,
ThrusterMSMediumT2Sloped,Medium Plasma Thruster (Sloped),,,,,,,,Средний плазменный двигатель (наклонный),,,,,,,,
ThrusterMSMediumT2Blocks,Medium Plasma Thrusters (CV),,,,,,,,Средние плазменные двигатели (CV),,,,,,,,
ThrusterMSRoundLargeT2,Large Plasma Thruster (CV),,,,,,,,Большой Плазменный Двигатель (БС),,,,,,,,
ThrusterMSMediumT3,Medium Antimatter Thruster,,,,,,,,Средний антиматерийный двигатель,,,,,,,,
ThrusterMSMediumT3Armored,Medium Antimatter Thruster (Enclosed),,,,,,,,Средний Двигатель на Антиматерии (Обшитый),,,,,,,,
ThrusterMSMediumT3Sloped,Medium Antimatter Thruster (Sloped),,,,,,,,Средний антиматерийный двигатель (наклонный),,,,,,,,
ThrusterMSMediumT3Blocks,Medium Antimatter Thrusters (CV),,,,,,,,Средний Двигатель на Антиматерии (БС),,,,,,,,
ThrusterMSRoundLargeT3,Large Antimatter Thruster (CV),,,,,,,,Большой Трустер Антиматерии (CV),,,,,,,,
ThrusterMSAdvancedT2,Advanced Plasma Thruster,,,,,,,,Продвинутый Плазменный Двигатель,,,,,,,,
ThrusterMSAdvancedT2Armored,Advanced Plasma Thruster (Enclosed),,,,,,,,Передовой Плазменный Двигатель (Закрытый),,,,,,,,
ThrusterMSAdvancedT2Sloped,Advanced Plasma Thruster (Sloped),,,,,,,,Продвинутый Плазменный Двигатель (Наклонный),,,,,,,,
ThrusterMSAdvancedT2Blocks,Advanced Plasma Thrusters (CV),,,,,,,,Передовые плазменные двигатели (CV),,,,,,,,
ThrusterMSAdvancedT3,Advanced Antimatter Thruster,,,,,,,,Усиленный Двигатель на Антиматерии,,,,,,,,
ThrusterMSAdvancedT3Armored,Advanced Antimatter Thruster (Enclosed),,,,,,,,Передовой Антиматерный Тяга (Закрытый),,,,,,,,
ThrusterMSAdvancedT3Sloped,Advanced Antimatter Thruster (Sloped),,,,,,,,Продвинутый Двигатель на Антиматерии (Наклонный),,,,,,,,
ThrusterMSAdvancedT3Blocks,Advanced Antimatter Thrusters (CV),,,,,,,,Передовые Двигатели Антиматерии (CV),,,,,,,,
ThrusterMSDriveT2,Plasma Drive Thruster,,,,,,,,Плазменный Тяговый Двигатель,,,,,,,,
ThrusterMSDriveT2Armored,Plasma Drive Thruster (Enclosed),,,,,,,,Плазменный Двигатель Ускорителя (Закрытый),,,,,,,,
ThrusterMSDriveT2Sloped,Plasma Drive Thruster (Sloped),,,,,,,,Плазменный Тяговый Двигатель (Наклонный),,,,,,,,
ThrusterMSDriveT2Blocks,Plasma Drive Thrusters (CV),,,,,,,,Плазменные Двигатели Привода (CV),,,,,,,,
ThrusterMSDriveT3,Antimatter Drive Thruster,,,,,,,,Антиматерия Тяговый Двигатель,,,,,,,,
ThrusterMSDriveT3Armored,Antimatter Drive Thruster (Enclosed),,,,,,,,Привод Двигателя Антиматерии (Закрытый),,,,,,,,
ThrusterMSDriveT3Sloped,Antimatter Drive Thruster (Sloped),,,,,,,,Антиматерия Двигатель на Антиматерии (Наклонный),,,,,,,,
ThrusterMSDriveT3Blocks,Antimatter Drive Thrusters (CV),,,,,,,,Двигательные Тяги Антиматерии (CV),,,,,,,,
ConstructorT3,Universal Constructor,,,,,,,,Универсальный Конструктор,,,,,,,,
TurretGVCannon,Light Cannon Turret,,,,,,,,Световая пушка,,,,,,,,
TurretGVCannonRetract,Light Cannon Turret (Retractable),,,,,,,,Легкая Пушечная Турель (Выдвижная),,,,,,,,
TurretGVCannonBlocks,Light Cannon Turrets (HV),,,,,,,,Легкие Пушки-Башни (Тяжелые),,,,,,,,
TurretGVCannonT2,Medium Cannon Turret,,,,,,,,Средняя Турельная Пушка,,,,,,,,
TurretGVCannonT2Retract,Medium Cannon Turret (Retractable),,,,,,,,Средняя башенная пушка (Прятная),,,,,,,,
TurretGVCannonT2Blocks,Medium Cannon Turrets (HV),,,,,,,,Средние Пушечные Турели (ПС),,,,,,,,
PlasmaTurbineT0,Basic Plasma Turbine,,,,,,,,Базовая Плазменная Турбина,,,,,,,,
PlasmaTurbineT1,Standard Plasma Turbine,,,,,,,,Стандартная Плазменная Турбина,,,,,,,,
PlasmaTurbineT2,Advanced Plasma Turbine,,,,,,,,Передовая Плазменная Турбина,,,,,,,,
FusionReactorSmall,Small Fusion Reactor,,,,,,,,Малый Ядерный Реактор,,,,,,,,
FusionReactorLarge,Large Fusion Reactor,,,,,,,,Большой термоядерный реактор,,,,,,,,
FusionReactorSV,Fusion Generator,,,,,,,,Фузионный Генератор,,,,,,,,
bkiFusionReactor,"A Generator that operates by fusing two or more elements together to release massive amounts of energy.\nRequires a constant energy input to keep the reaction stable, making it suitable for high-output spacecrafts.",,,,,,,,"Генератор, который работает путем соединения двух или более элементов вместе для выделения огромных количеств энергии.\nТребует постоянного входного энергопотребления, чтобы поддерживать реакцию стабильной, что делает его подходящим для космических кораблей с высоким выходом.",,,,,,,,
TurretGVLaser,Light Laser Turret,,,,,,,,Легкая лазерная турель,,,,,,,,
TurretGVLaserRetract,Light Laser Turret (Retractable),,,,,,,,Легкая Лазерная Башня (Прятная),,,,,,,,
TurretGVLaserBlocks,Light Laser Turrets (HV/SV),,,,,,,,Легкие лазерные турели (ПС/МС),,,,,,,,
TurretGVLaserT2,Medium Laser Turret,,,,,,,,Средняя Лазерная Турель,,,,,,,,
TurretGVLaserT2Retract,Medium Laser Turret (Retractable),,,,,,,,Средняя Лазерная Турель (Втягиваемая),,,,,,,,
TurretGVLaserT2Blocks,Medium Laser Turrets (HV/SV),,,,,,,,Средние лазерные турели (Тяжелые/Стандартные),,,,,,,,
TurretGVLaserWeapon,Light Laser Turret,,,,,,,,Легкая лазерная турель,,,,,,,,
ShieldGeneratorPlanetZirax,[c][FF0000]Imperial Planetary Shield Generator[-][/c],,,,,,,,[c][FF0000]Императорский Генератор Планетарного Щита[-][/c],,,,,,,,
ShieldGeneratorPlanetPolaris,[c][00FFFF]Commercial Planetary Shield Generator[-][/c],,,,,,,,[c][00FFFF]Коммерческий Планетарный Щит Генератор[-][/c],,,,,,,,
ShieldGeneratorPlanetLegacy,[c][00FFAA]Legacy Spherical Shield Generator[-][/c],,,,,,,,[c][00FFAA]Устарший сферический генератор щита[-][/c],,,,,,,,
bkiPlanetShieldGenerator,A shield generator intended for planetary installations.\nThis shield produces a spherical bubble not suitable for space and takes a third of damage from CV weapons.,,,,,,,,"Щитовой генератор, предназначенный для планетарных установок.\nЭтот щит производит сферическую пузырь не подходящую для космоса и принимает треть урона от оружия КВ.",,,,,,,,
ShieldGeneratorBADome,Plasma Shield Generator,,,,,,,,Генератор Плазменного Щита,,,,,,,,
bkiShieldGeneratorPlayerDome,A shield generator based on alien technology.\nGenerates a dome-shaped shield of plasma held in place by an EM field that consumes less pentaxid and power than other shield generators. However the low capacity means that it requires either an extremely large support structure or a battery of Shield Capacitors.,,,,,,,,"Щитогенератор на основе инопланетной технологии.\nГенерирует куполообразный щит из плазмы, удерживаемый ЭМ полем, который потребляет меньше пентаксида и энергии, чем другие щитогенераторы. Однако низкая емкость означает, что он требует либо чрезвычайно большого поддерживающего каркаса, либо батареи конденсаторов щита.",,,,,,,,
30mmHEBullet,[c][00FF00]30x173mm HE Rounds[-][/c],,,,,,,,[c][00FF00]30х173мм Выстрелы HE[-][/c],,,,,,,,
RailgunSlugT2,[c][00FF00]Medium Railgun Projectile[-][/c],,,,,,,,[c][00FF00]Средний Проектил Пушки[-][/c],,,,,,,,
RailgunSlugT3,[c][00FF00]Heavy Railgun Projectile[-][/c],,,,,,,,[c][00FF00]Тяжелый снаряд рельсового пушки[-][/c],,,,,,,,
LaserCannonChargeSVT3,[c][00FF00]425MW Laser Charge[-][/c],,,,,,,,[c][00FF00]425МВ Лазерный Заряд[-][/c],,,,,,,,
70mmRocket,[c][00FF00]70mm FIM-92 Unguided Missile[-][/c],,,,,,,,[c][00FF00]70мм Неруководимая ракета FIM-92[-][/c],,,,,,,,
70mmRocketHoming,[c][00FF00]180mm Hellfire-III Missile[-][/c],,,,,,,,[c][00FF00]180-мм ПС-3 Миссисл[-][/c],,,,,,,,
PlasmaCannonChargeSVT2,[c][00FF00]55MJ Plasma Cannon Cell[-][/c],,,,,,,,[c][00FF00]55MJ Плазменная ячейка пушки[-][/c],,,,,,,,
PlasmaCannonChargeSVT3,[c][00FF00]85MJ Plasma Cannon Cell[-][/c],,,,,,,,[c][00FF00]85МДж Плазменная Пушка Ячейка[-][/c],,,,,,,,
BombEMPSV,[c][00FF00]Mk.999X EMP Detonator[-][/c],,,,,,,,[c][00FF00]Mk.999X Детонатор ЭМИ[-][/c],,,,,,,,
PlasmaArtilleryShellBA,[c][FF0000]160mm Plasma Artillery Shell[-][/c],,,,,,,,[c][FF0000]160мм Плазменный Артиллерийский Снаряд[-][/c],,,,,,,,
TurretBAPlasmaChargeT3,[c][FF0000]200MJ Exotic Plasma Cell[-][/c],,,,,,,,[c][FF0000]200МДж Экзотическая Плазменная Ячейка[-][/c],,,,,,,,
PositronAccumulatorCVT3,[c][FFF300]Positron Accumulator[-][/c],,,,,,,,[c][FFF300]Позитронный Аккумулятор[-][/c],,,,,,,,
LaserChargeCVT1,[c][FFF300]400MW Laser Cannon Charge[-][/c],,,,,,,,[c][FFF300]Заряд лазерной пушки 400МВт[-][/c],,,,,,,,
LaserChargeCVT2,[c][FFF300]500MW Laser Cannon Charge[-][/c],,,,,,,,[c][FFF300]Заряд Лазерной Пушки 500 МВт[-][/c],,,,,,,,
LaserChargeCVT3,[c][FFF300]600MW Laser Cannon Charge[-][/c],,,,,,,,[c][FFF300]Заряд лазерной пушки 600 МВт[-][/c],,,,,,,,
PlasmaArtilleryShellCV,[c][FFF300]155mm Plasma Artillery Shell[-][/c],,,,,,,,[c][FFF300]155-мм Плазменный Артиллерийский Снаряд[-][/c],,,,,,,,
FixedRocketCVT2,[c][FFF300]254mm Korinthos Missile[-][/c],,,,,,,,[c][FFF300]254мм ракета Коринф[-][/c],,,,,,,,
FixedRocketCVT3,[c][FFF300]127mm Helldart Missile[-][/c],,,,,,,,[c][FFF300]127-мм ракеты «Адский Дарт»[-][/c],,,,,,,,
CannonShellCVT1,[c][FFF300]100x700mm Cannon Shell[-][/c],,,,,,,,[c][FFF300]100х700мм Боеприпас для пушки[-][/c],,,,,,,,
CannonShellCVT2,[c][FFF300]127x835mm Cannon Shell[-][/c],,,,,,,,[c][FFF300]127x835мм Артиллерийский Снаряд[-][/c],,,,,,,,
CannonShellCVT3,[c][FFF300]155x982mm Cannon Shell[-][/c],,,,,,,,[c][FFF300]155х982мм Артиллерийский Выстрел[-][/c],,,,,,,,
PlasmaCellCVT1,[c][FFF300]50MJ Plasma Cannon Cell[-][/c],,,,,,,,[c][FFF300]50МДж Плазменная Пушка Ячейка[-][/c],,,,,,,,
PlasmaCellCVT2,[c][FFF300]100MJ Plasma Cannon Cell[-][/c],,,,,,,,[c][FFF300]100МДж Плазменная ячейка пушки[-][/c],,,,,,,,
PlasmaCellCVT3,[c][FFF300]150MJ Plasma Cannon Cell[-][/c],,,,,,,,[c][FFF300]150МДж Плазменная Пушка Ячейка[-][/c],,,,,,,,
RailgunSlugCVT1,[c][FFF300]Light Railgun Penetrator[-][/c],,,,,,,,[c][FFF300]Легкий Рельсовый Пушка Проникающая[-][/c],,,,,,,,
RailgunSlugCVT2,[c][FFF300]Medium Railgun Penetrator[-][/c],,,,,,,,[c][FFF300]Средний Пенетратор РЖД[-][/c],,,,,,,,
RailgunSlugCVT3,[c][FFF300]Heavy Railgun Penetrator[-][/c],,,,,,,,[c][FFF300]Тяжелый проникающий рельсовый пушечный снаряд[-][/c],,,,,,,,
35mmBullet,35x228mm Cannon Shell,,,,,,,,35x228мм артиллерийский снаряд,,,,,,,,
FastRocketSVT3,[c][00FF00]Assault Shroud 80mm Missiles[-][/c],,,,,,,,[c][00FF00]Боевой Дымовой Заградительный 80мм Ракеты[-][/c],,,,,,,,
